dialogue_id,speaker,text,gold_answers,possible_answers
510,XXXXX,"For example, the students had to treat each other with respect, or they would be disciplined.",['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
510,OOOOO,I see.,['React.Respond.Support.Reply.Acknowledge'],['React.Respond.Support.Reply.Acknowledge']
510,OOOOO,She sounds like she really cared about her students.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
510,XXXXX,Yes.,['React.Respond.Support.Reply.Agree'],['React.Respond.Support.Reply.Agree']
510,XXXXX,She treated us all fairly.,['Sustain.Continue.Prolong.Elaborate'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
510,XXXXX,She don’t have any teacher’s pets.,['Sustain.Continue.Prolong.Elaborate'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
510,OOOOO,Really?,['React.Rejoinder.Support.Track.Confirm'],['React.Rejoinder.Support.Track.Confirm']
510,OOOOO,Doesn’t every teacher have a teacher’s pet?,['React.Rejoinder.Confront.Response.Re-challenge'],"['React.Rejoinder.Confront.Response.Re-challenge', 'React.Rejoinder.Support.Track.Clarify']"
510,XXXXX,Well.,['React.Respond.Support.Register'],['React.Respond.Support.Register']
510,XXXXX,"To be honest, I usually sucked up to teachers because I wanted them to give me good grades.",['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Extend', 'React.Rejoinder.Support.Response.Resolve']"
510,XXXXX,"However, Miss Baymler didn’t treat me any differently.",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
510,XXXXX,She really didn’t have any teacher’s pets.,['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
510,OOOOO,Do you know what she is doing now?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
510,XXXXX,"As a matter of fact, I do.",['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
510,XXXXX,"After she taught our class, she got married and moved to another city.",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
510,XXXXX,"Then, she started writing children’s book.",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
510,OOOOO,Have you ever read one of the books?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
510,XXXXX,Of course!,['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
510,XXXXX,Both children and adults enjoy her books.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
510,OOOOO,Why don’t you recommend one to me?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
510,XXXXX,ok!,['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
510,XXXXX,I’ll bring one to you next time.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
511,OOOOO,Mum.,['Open.Attend'],['Open.Attend']
511,OOOOO,this is for you.,['Open.Give.Fact'],['Open.Give.Fact']
511,XXXXX,"Oh, flowers!",['React.Respond.Support.Register'],['React.Respond.Support.Register']
511,XXXXX,"What for, my dear?",['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
511,OOOOO,"Happy Mother's Day to you, Mum!",['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
511,XXXXX,"Oh, thank you.",['React.Respond.Support.Reply.Accept'],['React.Respond.Support.Reply.Accept']
512,OOOOO,Did you like the party?,['Open.Demand.Opinion'],['Open.Demand.Opinion']
512,XXXXX,Not particularly.,['React.Respond.Confront.Reply.Disagree'],"['React.Respond.Confront.Reply.Disagree', 'React.Respond.Confront.Reply.Contradict']"
512,XXXXX,I was rather disappointed.,"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Enhance']","['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
512,OOOOO,Why?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
512,OOOOO,What had you expected?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
512,XXXXX,I’d expected it to be much more exciting.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
513,OOOOO,"Look, daddy is on again.",['Open.Give.Fact'],['Open.Give.Fact']
513,OOOOO,Don't you think he is handsome?,['React.Rejoinder.Support.Track.Confirm'],['React.Rejoinder.Support.Track.Confirm']
513,XXXXX,"To some extent, he is.",['React.Respond.Support.Reply.Agree'],['React.Respond.Support.Reply.Agree']
513,XXXXX,And what do you think we move to a better place?,"['Open.Command', 'Open.Demand.Opinion']","['Open.Command', 'Open.Demand.Opinion', 'React.Rejoinder.Support.Track.Clarify', 'React.Rejoinder.Support.Track.Probe']"
513,XXXXX,I can't see him clearly from here.,['Sustain.Continue.Prolong.Enhance'],['Sustain.Continue.Prolong.Enhance']
513,OOOOO,The seats in the middle of this stadium are great.,"['React.Respond.Support.Develop.Extend', 'React.Rejoinder.Confront.Challenge.Counter', 'React.Respond.Support.Reply.Agree', 'React.Respond.Support.Reply.Affirm']","['React.Respond.Support.Develop.Extend', 'React.Rejoinder.Confront.Challenge.Counter', 'React.Respond.Support.Reply.Agree', 'React.Respond.Support.Reply.Affirm']"
513,OOOOO,but they're already occupied by somebody else.,"['React.Respond.Support.Develop.Extend', 'React.Rejoinder.Confront.Challenge.Counter', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']","['React.Respond.Support.Develop.Extend', 'React.Rejoinder.Confront.Challenge.Counter', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
513,XXXXX,"Oh, thank you for pointing that out.",['React.Respond.Support.Reply.Accept'],['React.Respond.Support.Reply.Accept']
513,XXXXX,"By the way, have you been following NBA for this season?",['Open.Demand.Fact'],['Open.Demand.Fact']
513,OOOOO,"Of course, tomorrow evening there will be a most exciting game.",['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
513,XXXXX,Who plays who?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
513,OOOOO,Rockets vs Lakers.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
513,OOOOO,"Yao Ming, my idol, will appear in front of several hundred million of the worldwide audience.",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
513,XXXXX,It's amazing.,['React.Respond.Support.Register'],['React.Respond.Support.Register']
513,XXXXX,And when did he begin to play in the NBA?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
513,OOOOO,In 2002.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
513,OOOOO,And since then he has attracted more attention than ever.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
513,XXXXX,I can't consider you as a little kid any more.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
513,XXXXX,I know he is very tall.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
513,OOOOO,"Oh, you know something.",['React.Respond.Support.Reply.Agree'],['React.Respond.Support.Reply.Agree']
513,OOOOO,He is 2.26 meters tall.,"['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate']","['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
513,OOOOO,But he is also nimble and skillful.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
513,XXXXX,I also heard if a player has committed 5 fouls then he must be out of the game.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
513,OOOOO,Yes.,['React.Respond.Support.Reply.Agree'],['React.Respond.Support.Reply.Agree']
513,OOOOO,what's worse is he can't take any further part in the game.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
513,XXXXX,That's really terrible.,['React.Respond.Support.Register'],['React.Respond.Support.Register']
513,XXXXX,"Oh, God, we forgot to cheer for Daddy.",['Open.Give.Fact'],['Open.Give.Fact']
513,OOOOO,Never mind.,"['React.Respond.Support.Register', 'React.Rejoinder.Confront.Response.Refute']","['React.Respond.Support.Register', 'React.Rejoinder.Confront.Response.Refute']"
513,OOOOO,"After all he is not so attractive as Yao Ming, right?",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
513,XXXXX,You are always so naughty.,['React.Rejoinder.Confront.Challenge.Counter'],"['React.Rejoinder.Confront.Challenge.Counter', 'React.Respond.Support.Develop.Extend']"
514,OOOOO,Pretty!,['Open.Give.Opinion'],['Open.Give.Opinion']
514,OOOOO,Say beautiful rather.,"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']","['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
514,OOOOO,Can you imagine any thing nearer perfect beauty than she altogether-face and figure?,['React.Rejoinder.Support.Track.Probe'],['React.Rejoinder.Support.Track.Probe']
514,XXXXX,I do not know what I could imagine.,['React.Respond.Confront.Reply.Disavow'],['React.Respond.Confront.Reply.Disavow']
514,XXXXX,but I confess that I have seldom seen a face or figure more pleasing to me than hers.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
514,OOOOO,Such an eye!,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
514,OOOOO,The true hazel eye-and so brilliant!,['Sustain.Continue.Prolong.Enhance'],['Sustain.Continue.Prolong.Enhance']
514,OOOOO,"Regular features, open countenance, with a complexion, Oh!",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
514,OOOOO,"What a bloom of full health, and such a pretty height and size ; such a firm and upright figure!",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
514,OOOOO,"There is health, not merely in her bloom, but in her air, her head, her glance.",['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
514,OOOOO,"One hears sometimes of a child being' the picture of health' ; now, she always gives me the idea of being the complete picture of grown-up health.",['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
514,OOOOO,She is loveliness itself.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
515,OOOOO,Is that Mr. Green?,['Open.Demand.Fact'],['Open.Demand.Fact']
515,XXXXX,This is him speaking.,['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
515,OOOOO,I am calling to inform you that we're happy to have you with us.,"['Open.Give.Fact', 'React.Respond.Support.Develop.Extend']","['Open.Give.Fact', 'React.Respond.Support.Develop.Extend']"
515,OOOOO,"Welcome aboard, I'm sure your friend would have given you a lot of information of our school and its motto, ways of teaching, etc.",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
515,XXXXX,Yes.,['React.Respond.Support.Reply.Affirm'],"['React.Respond.Support.Reply.Agree', 'React.Respond.Support.Reply.Affirm']"
515,XXXXX,I am very glad to have the chance.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
516,OOOOO,I'm so nervous about this oral test.,['Open.Give.Fact'],['Open.Give.Fact']
516,XXXXX,Just calm down.,['React.Respond.Support.Develop.Extend'],"['React.Respond.Support.Develop.Extend', 'React.Respond.Support.Develop.Elaborate', 'React.Respond.Support.Develop.Enhance']"
516,XXXXX,I'm sure you'll do well.,"['Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']","['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
516,OOOOO,I just want to get it over with.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
517,OOOOO,I hear you’re taking a music class.,['Open.Give.Fact'],['Open.Give.Fact']
517,OOOOO,I didn’t know you’re interested in it.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
517,XXXXX,"Oh, I’m not.","['React.Respond.Confront.Reply.Disagree', 'React.Respond.Confront.Reply.Contradict']","['React.Respond.Confront.Reply.Disagree', 'React.Respond.Confront.Reply.Contradict']"
517,XXXXX,I’Ve never had a music class before.,['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
517,OOOOO,"In my opinion, you’ll make it.",['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
517,XXXXX,You’re having me on again.,['React.Rejoinder.Confront.Challenge.Counter'],"['React.Respond.Support.Develop.Extend', 'React.Rejoinder.Confront.Challenge.Counter']"
517,OOOOO,No.,['React.Respond.Confront.Reply.Disagree'],['React.Respond.Confront.Reply.Disagree']
517,OOOOO,I’m serious.,['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
518,OOOOO,What’s the date today?,['Open.Demand.Fact'],['Open.Demand.Fact']
518,XXXXX,December the fifteenth.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
518,XXXXX,The day after tomorrow is little Tom’s birthday.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
518,OOOOO,Right.,['React.Respond.Support.Reply.Acknowledge'],['React.Respond.Support.Reply.Acknowledge']
518,OOOOO,What present should we give him this time?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
518,OOOOO,"By the way, how old is he?",['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
518,XXXXX,Thirteen today and tomorrow.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
518,XXXXX,Fourteen the day after tomorrow.,['Sustain.Continue.Prolong.Elaborate'],"['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
518,OOOOO,How time flies!,['React.Respond.Support.Register'],['React.Respond.Support.Register']
518,OOOOO,He’s a big boy now.,"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']","['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
518,XXXXX,"And don’t forget Mary, Tom’s twin sister.",['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
518,XXXXX,"It’s her birthday, too.",['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
518,OOOOO,OK.,['React.Respond.Support.Reply.Agree'],['React.Respond.Support.Reply.Agree']
518,OOOOO,Let’s invite all their little friends to come and celebrate.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
521,OOOOO,Do you know Sally?,['Open.Demand.Fact'],['Open.Demand.Fact']
521,XXXXX,Sally?,['React.Rejoinder.Support.Track.Check'],"['React.Rejoinder.Support.Track.Check', 'React.Rejoinder.Support.Track.Confirm']"
521,XXXXX,She is a bachelor girl.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
521,XXXXX,She is an excellent designer.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
521,XXXXX,Many of the company's advertisements are her child trains.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
521,OOOOO,Why is she still single?,['React.Rejoinder.Support.Track.Clarify'],"['React.Rejoinder.Support.Track.Clarify', 'React.Rejoinder.Support.Track.Probe']"
521,OOOOO,She must have a face that would stop a clock.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
521,XXXXX,"Oh, quite the other way round.",['React.Respond.Confront.Reply.Disagree'],['React.Respond.Confront.Reply.Disagree']
521,XXXXX,She is a knock-out.,['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
521,XXXXX,She devotes much of her time to her career.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
522,OOOOO,Do you hear what happened to Sally?,['Open.Demand.Fact'],['Open.Demand.Fact']
522,XXXXX,"No, what?",['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
522,OOOOO,She had to go to the hospital.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
522,XXXXX,Why?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
522,OOOOO,She passed out in class.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
522,OOOOO,Seems she hadn't eaten anything in days.,['Sustain.Continue.Prolong.Enhance'],"['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
522,XXXXX,Why on earth would she do that?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
522,XXXXX,You mean that she intentionally did not eat any food for days?,['React.Rejoinder.Support.Track.Probe'],"['React.Rejoinder.Support.Track.Probe', 'React.Rejoinder.Support.Track.Confirm']"
522,XXXXX,That's crazy!,['React.Respond.Support.Register'],['React.Respond.Support.Register']
522,OOOOO,Yeah.,"['React.Respond.Support.Reply.Agree', 'React.Respond.Support.Register']","['React.Respond.Support.Reply.Agree', 'React.Respond.Support.Register']"
522,OOOOO,but that's what she did.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
522,XXXXX,I can't believe that there are girls who are willing to do that to their bodies.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
522,XXXXX,And all for a certain look.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
522,OOOOO,"Well, it's not just the girl’s fault.",['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
522,OOOOO,"It's also society's fault - magazines and ads that show - thin models all saying, It's in to be thin.",['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
522,OOOOO,It's hard for them not to listen.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
522,XXXXX,True.,['React.Respond.Support.Reply.Agree'],['React.Respond.Support.Reply.Agree']
522,XXXXX,but there are limits.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
522,XXXXX,Being thin is one thing ; starving oneself to death is another.,['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
522,XXXXX,No one forces them to do this.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
530,OOOOO,Get up as early as six o'clock only to be jammed at every crossroad and still late for work.,['Open.Give.Fact'],['Open.Give.Fact']
530,OOOOO,What a life!,['React.Respond.Support.Register'],['React.Respond.Support.Register']
530,OOOOO,I've had enough of it.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
530,XXXXX,"Cool down, man.",['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
530,XXXXX,Everyone is fed up with the rush-hour traffic.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
530,XXXXX,But life isn't really all that.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
530,XXXXX,You should take the initiative and make some changes first.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
530,OOOOO,What should I do then?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
530,XXXXX,I recommend you ride a bike instead of commuting by bus.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
530,XXXXX,It may offer you many benefits.,['Sustain.Continue.Prolong.Enhance'],['Sustain.Continue.Prolong.Enhance']
530,XXXXX,"First, it's good for your health.","['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate']","['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
530,XXXXX,I'm afraid it's not necessary for me to further elaborate.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
530,XXXXX,"While lots of people spend time like an hour each morning exercising, a bike ride to work not only builds you up, but also makes full use of time.","['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate']","['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
530,XXXXX,You might as well sleep out for a longer hour.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
530,OOOOO,I know cycling is always a more favorable choice than a bus.,['React.Respond.Support.Reply.Agree'],['React.Respond.Support.Reply.Agree']
530,OOOOO,"After all, it's a sport.","['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Extend']","['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
530,OOOOO,"But do you think it a pleasant experience to take in the dirty, polled air on the road?",['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
530,XXXXX,"Well, such things are just unavoidable in a great metropolis like Beijing.",['React.Rejoinder.Confront.Challenge.Counter'],"['React.Respond.Confront.Reply.Disagree', 'React.Rejoinder.Confront.Challenge.Counter']"
530,XXXXX,I think a still more desirable benefit is psychological.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
530,XXXXX,Bicycling home after work can help release your stress.,['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
530,XXXXX,Life in the offices is miserable.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
530,XXXXX,"You just sit there in a daze, gazing at the monitor and dealing with files and documents.",['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
530,XXXXX,Why don't you give a full play to your energy after work?,['React.Rejoinder.Support.Track.Probe'],"['React.Rejoinder.Support.Track.Probe', 'React.Rejoinder.Support.Track.Clarify', 'React.Rejoinder.Confront.Response.Re-challenge']"
530,XXXXX,Enjoy the speed on the road.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']"
530,XXXXX,"Just think, you are flashing past the poles with your own energy.",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
530,XXXXX,How great!,['React.Respond.Support.Register'],['React.Respond.Support.Register']
140,speaker 1,Do you often buy magazines?,['Open.Demand.Fact'],['Open.Demand.Fact']
140,speaker 2,I buy a computer magazine every month.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
140,speaker 2,It keeps me up-to date with all the latest developments.,['Sustain.Continue.Prolong.Enhance'],['Sustain.Continue.Prolong.Enhance']
140,speaker 1,Why don't you find the information on the internet instead?,"['React.Rejoinder.Confront.Response.Re-challenge', 'React.Rejoinder.Confront.Challenge.Rebound']","['React.Rejoinder.Confront.Response.Re-challenge', 'React.Rejoinder.Confront.Challenge.Rebound']"
140,speaker 2,Sometimes it takes too long to find the exact information you are looking for.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
140,speaker 2,"Besides , I like to read a magazine in a coffee bar sometimes.",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
140,speaker 1,Do you have an online edition of that magazine?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
140,speaker 2,"Yes , they do.",['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
140,speaker 2,But you can only access all the articles if you have a subscription.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
140,speaker 1,Do you have a subscription?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
140,speaker 2,"Yes , I do.",['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
140,speaker 2,The magazine arrives by post at the beginning of each month.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
140,speaker 2,Do you every buy magazines?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
140,speaker 1,I only buy them if they look particularly interesting.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
140,speaker 1,I don't buy any regularly .,['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
141,speaker 1,Mumm.,['Open.Attend'],['Open.Attend']
141,speaker 1,Those burgers smell great.,['Open.Give.Opinion'],['Open.Give.Opinion']
141,speaker 1,It's perfect day for a barbecue.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
141,speaker 2,It sure is.,['React.Respond.Support.Reply.Agree'],['React.Respond.Support.Reply.Agree']
141,speaker 2,I'm glad it didn't rain.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
141,speaker 2,"My name's Mike Gates , by the way.",['Open.Give.Fact'],['Open.Give.Fact']
141,speaker 1,"Oh , hi!",['React.Respond.Support.Engage'],['React.Respond.Support.Engage']
141,speaker 1,I'm Barbara Johnson.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
141,speaker 1,Nice to meet you.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
141,speaker 2,I'm sorry.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
141,speaker 2,What's your name again?,['React.Rejoinder.Support.Track.Check'],['React.Rejoinder.Support.Track.Check']
141,speaker 1,Barbara.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
141,speaker 1,"But please , just call me Barb.",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
141,speaker 2,So Barb... what do you do?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
141,speaker 1,I'm studying medicine.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
141,speaker 2,Really?,['React.Rejoinder.Support.Track.Confirm'],['React.Rejoinder.Support.Track.Confirm']
141,speaker 2,Where?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
141,speaker 1,At Harvard.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
141,speaker 1,What about you?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
141,speaker 2,I'm an engineer at IBM.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
